year,sex,name,count,prop,,
1952,F,Ashley,24,1.26173346406294E-05,,
1953,F,Lacy,61264,0.0317575840515387,,
1953,F,Dorowin,52196,0.0270569805620611,,
1953,F,Patricia,51007,0.0264406354419697,,
1953,F,Belina,11367,0.00589234228770306,,
1953,F,Dora,8154,0.00422681085721217,,
1953,F,Harry,6120,0.00317244081998265,,
1953,F,Jasmine,495,0.000256594478086832,,
1953,F,Alice,428,0.000221863508325584,,
1953,F,Ashley,15,7.7755902450555E-06,,
1954,F,Lacy,55371,0.0278157891564086,,
1954,F,Dorowin,54674,0.0274656491003862,,
1954,F,Patricia,49133,0.0246821110079613,,
1954,F,Belina,10615,0.00533247732378461,,
1954,F,Dora,7791,0.00391383239091907,,
1954,F,Harry,5940,0.00298397694802455,,
1954,F,Alice,428,0.000215007093224664,,
1954,F,Jasmine,424,0.000212997681138453,,
1954,F,Ashley,21,1.0549413452612E-05,,
1955,F,Dorowin,52314,0.026099932497594,,
1955,F,Lacy,51279,0.0255835615426869,,
1955,F,Patricia,46210,0.0230545911364801,,
1955,F,Belina,9928,0.00495316989402671,,
1955,F,Dora,7241,0.00361260104780897,,
1955,F,Harry,5596,0.00279189552044455,,
1955,F,Alice,452,0.000225506929099524,,
1955,F,Jasmine,386,0.000192578926177912,,
1955,F,Ashley,8,3.9912730814075E-06,,
1956,F,Lacy,48067,0.0233410866641092,,
1956,F,Dorowin,47829,0.0232255150947153,,
1956,F,Patricia,43332,0.0210417951469653,,
1956,F,Belina,9213,0.00447378516313558,,
1956,F,Dora,6862,0.00333215171924849,,
1956,F,Harry,5279,0.00256345510433005,,
1956,F,Alice,643,0.000312237475295363,,
1956,F,Jasmine,406,0.00019715150073082,,
1956,F,Ashley,25,1.21398707346564E-05,,
1957,F,Lacy,44495,0.021213187408344,,
1957,F,Dorowin,40065,0.0191011653784763,,
1957,F,Patricia,39277,0.0187254829045404,,
1957,F,Belina,8474,0.00404001685803589,,
1957,F,Dora,6401,0.00305170496911585,,
1957,F,Harry,5015,0.0023909233588683,,
1957,F,Alice,667,0.000317995190501527,,
1957,F,Jasmine,476,0.000226935098468856,,
1957,F,Ashley,27,1.28723690307964E-05,,
1958,F,Lacy,41898,0.0202894802981679,,
1958,F,Patricia,37932,0.0183689094150104,,
1958,F,Dorowin,32936,0.015949551842581,,
1958,F,Belina,7709,0.00373315202679308,,
1958,F,Dora,5539,0.00268231016687078,,
1958,F,Harry,4763,0.0023065252436912,,
1958,F,Alice,796,0.00038547010161205,,
1958,F,Jasmine,529,0.000256172969538661,,
1958,F,Ashley,38,1.84018390216808E-05,,
1959,F,Lacy,40409,0.0194416392387311,,
1959,F,Patricia,35221,0.0169455808267303,,
1959,F,Dorowin,29552,0.0142181029667396,,
1959,F,Belina,7317,0.00352036611422691,,
1959,F,Dora,5238,0.00252011448767535,,
1959,F,Harry,4378,0.00210634998607153,,
1959,F,Alice,858,0.000412802258576833,,
1959,F,Jasmine,523,0.000251626551556741,,
1959,F,Ashley,37,1.78014959992341E-05,,
1960,F,Lacy,37314,0.0179400268278259,,
1960,F,Patricia,32107,0.0154365771925017,,
1960,F,Dorowin,25269,0.012148966551759,,
1960,F,Belina,6503,0.00312654752804181,,
1960,F,Dora,5077,0.00244094753188809,,
1960,F,Harry,4069,0.00195631583755223,,
1960,F,Alice,977,0.000469727346593395,,
1960,F,Jasmine,560,0.000269239830186593,,
1960,F,Ashley,57,2.74047684297068E-05,,
1961,F,Lacy,35574,0.0171339811436622,,
1961,F,Patricia,28867,0.0139035990800612,,
1961,F,Dorowin,24092,0.0116037520018302,,
1961,F,Belina,5580,0.00268756998880179,,
1961,F,Dora,4726,0.00227624655323965,,
1961,F,Harry,3855,0.00185673518043565,,
1961,F,Alice,1057,0.0005090970390974,,
1961,F,Jasmine,669,0.000322219412635914,,
1961,F,Ashley,80,3.85314693735024E-05,,
1962,F,Lacy,31462,0.015521322454956,,
1962,F,Patricia,26538,0.0130921383036559,,
1962,F,Dorowin,22893,0.0112939302956363,,
1962,F,Belina,4765,0.00235074380197906,,
1962,F,Dora,4075,0.00201034228605765,,
1962,F,Harry,3587,0.00176959454726105,,
1962,F,Alice,948,0.000467682082744208,,
1962,F,Jasmine,867,0.000427721904788216,,
1962,F,Ashley,95,4.6866875380485E-05,,
1963,F,Lacy,27715,0.0139419183153997,,
1963,F,Patricia,25363,0.0127587542570263,,
1963,F,Dorowin,21062,0.0105951536553833,,
1963,F,Belina,4154,0.00208965284799461,,
1963,F,Dora,3791,0.00190704717061809,,
1963,F,Harry,3340,0.00168017345024121,,
1963,F,Jasmine,1121,0.000563914502311496,,
1963,F,Alice,1035,0.000520652551197501,,
1963,F,Ashley,108,5.4328961864087E-05,,
1964,F,Patricia,26087,0.013328857510441,,
1964,F,Lacy,23633,0.0120750139741731,,
1964,F,Dorowin,19306,0.00986418227839823,,
1964,F,Belina,4067,0.00207798763732755,,
1964,F,Dora,3535,0.00180616825619692,,
1964,F,Harry,3095,0.00158135523420918,,
1964,F,Alice,1275,0.000651446825078097,,
1964,F,Jasmine,1172,0.000598820140385513,,
1964,F,Ashley,180,9.19689635404372E-05,,
1965,F,Patricia,23551,0.0128881183708359,,
1965,F,Lacy,19339,0.0105831311270687,,
1965,F,Dorowin,17083,0.00934855106488003,,
1965,F,Belina,3565,0.00195092106458452,,
1965,F,Dora,2960,0.00161983908868728,,
1965,F,Harry,2804,0.00153446919076998,,
1965,F,Alice,1650,0.000902950843356088,,
1965,F,Jasmine,1529,0.000836734448176641,,
1965,F,Ashley,218,0.000119298959910077,,
1966,F,Patricia,20115,0.0114579150183275,,
1966,F,Dorowin,16250,0.00925633204314305,,
1966,F,Lacy,15560,0.00886329394408036,,
1966,F,Belina,2948,0.00167924103773451,,
1966,F,Dora,2667,0.00151917769594231,,
1966,F,Harry,2449,0.00139500044145584,,
1966,F,Alice,2329,0.00132664598944493,,
1966,F,Jasmine,1665,0.000948418021651273,,
1966,F,Ashley,263,0.000149810173990561,,
1967,F,Patricia,17746,0.0103375520052381,,
1967,F,Dorowin,14007,0.00815947768158289,,
1967,F,Lacy,13199,0.00768879459693101,,
1967,F,Alice,2663,0.00155127358221284,,
1967,F,Belina,2543,0.00148137015379919,,
1967,F,Dora,2316,0.00134913616838338,,
1967,F,Harry,2153,0.00125418401145484,,
1967,F,Jasmine,1761,0.00102583281197026,,
1967,F,Ashley,386,0.000224856028063896,,
1968,F,Patricia,15806,0.00924608652923696,,
1968,F,Dorowin,12286,0.0071869808362777,,
1968,F,Lacy,11368,0.00664997543112525,,
1968,F,Alice,2430,0.00142148489599176,,
1968,F,Belina,2134,0.00124833282635655,,
1968,F,Dora,2084,0.0012190841659452,,
1968,F,Harry,1881,0.00110033460467511,,
1968,F,Jasmine,1841,0.00107693567634602,,
1968,F,Ashley,544,0.000318225425275522,,
1969,F,Patricia,14957,0.00848518199146773,,
1969,F,Dorowin,11186,0.00634587455750204,,
1969,F,Lacy,10248,0.00581374239811201,,
1969,F,Alice,2817,0.00159809839339203,,
1969,F,Jasmine,2492,0.00141372424434964,,
1969,F,Belina,2133,0.00121006172279205,,
1969,F,Harry,1857,0.00105348552237451,,
1969,F,Dora,1778,0.00100866842153036,,
1969,F,Ashley,643,0.000364777162566942,,
1970,F,Patricia,13404,0.00731676961673752,,
1970,F,Dorowin,9853,0.00537840428481907,,
1970,F,Lacy,8734,0.00476758175414693,,
1970,F,Jasmine,4023,0.00219601344137086,,
1970,F,Alice,3550,0.00193781946727978,,
1970,F,Belina,1967,0.0010737157442646,,
1970,F,Dora,1802,0.000983648078883991,,
1970,F,Harry,1715,0.000936157855319669,,
1970,F,Ashley,932,0.000508745843240776,,
1971,F,Patricia,11466,0.006543190995437,,
1971,F,Dorowin,8675,0.00495047809919902,,
1971,F,Lacy,7379,0.00421090235089217,,
1971,F,Jasmine,5360,0.00305873920596043,,
1971,F,Alice,4133,0.00235853901832733,,
1971,F,Belina,1763,0.00100607410822915,,
1971,F,Dora,1626,0.000927893647181281,,
1971,F,Harry,1441,0.000822321491751676,,
1971,F,Ashley,1164,0.000664248588757079,,
1972,F,Patricia,9602,0.00595464005496972,,
1972,F,Dorowin,6279,0.00389389553271765,,
1972,F,Jasmine,6208,0.00384986518030119,,
1972,F,Lacy,5746,0.00356335781668986,,
1972,F,Alice,4181,0.00259282962610169,,
1972,F,Belina,1366,0.000847119174660346,,
1972,F,Dora,1277,0.0007919261976876,,
1972,F,Harry,1245,0.000772081531809759,,
1972,F,Ashley,1176,0.000729291471010664,,
1973,F,Patricia,8477,0.00545491634229101,,
1973,F,Jasmine,7226,0.00464990273556622,,
1973,F,Alice,5627,0.00362095249004029,,
1973,F,Dorowin,4984,0.00320718450512899,,
1973,F,Lacy,4735,0.00304695397909024,,
1973,F,Belina,1323,0.000851345325097441,,
1973,F,Ashley,1253,0.00080630059890181,,
1973,F,Dora,1175,0.000756107903998106,,
1973,F,Harry,1133,0.000729081068280726,,
1974,F,Jasmine,10653,0.00680199571179919,,
1974,F,Patricia,8040,0.00513358166928241,,
1974,F,Alice,7476,0.00477346474621335,,
1974,F,Dorowin,4345,0.00277430501903384,,
1974,F,Lacy,4085,0.00260829367151973,,
1974,F,Ashley,1626,0.00103820942714592,,
1974,F,Harry,1140,0.000727895908331088,,
1974,F,Belina,1130,0.000721510856503622,,
1974,F,Dora,1100,0.000702355701021225,,
1975,F,Jasmine,12930,0.00828471748344498,,
1975,F,Alice,12653,0.00810723358994813,,
1975,F,Patricia,7056,0.00452103376358761,,
1975,F,Lacy,3525,0.00225859467356099,,
1975,F,Dorowin,3415,0.00218811370502433,,
1975,F,Ashley,1988,0.00127378332228064,,
1975,F,Harry,1057,0.000677258034029493,,
1975,F,Belina,1021,0.000654191535235679,,
1975,F,Dora,975,0.000624717675665805,,
1976,F,Jasmine,18370,0.0116864866171597,,
1976,F,Alice,15591,0.00991856357366017,,
1976,F,Patricia,6017,0.00382784920933316,,
1976,F,Lacy,3141,0.00199821744499176,,
1976,F,Dorowin,2994,0.00190470010515929,,
1976,F,Ashley,2292,0.00145810709453076,,
1976,F,Dora,983,0.000625357449355907,,
1976,F,Harry,942,0.000599274381783586,,
1976,F,Belina,908,0.000577644520869953,,
1977,F,Jasmine,24843,0.0151032385968816,,
1977,F,Alice,18280,0.01111327945703,,
1977,F,Patricia,5907,0.00359114561010263,,
1977,F,Lacy,2909,0.0017685191433534,,
1977,F,Ashley,2706,0.00164510581021461,,
1977,F,Dorowin,2677,0.00162747533405193,,
1977,F,Harry,992,0.00060308387425458,,
1977,F,Dora,934,0.000567822921929212,,
1977,F,Belina,807,0.000490613595285732,,
1978,F,Jasmine,26105,0.0158812818667457,,
1978,F,Alice,20522,0.0124847985623197,,
1978,F,Patricia,5498,0.00334477256094111,,
1978,F,Ashley,3484,0.00211953212119295,,
1978,F,Lacy,2936,0.00178614991613734,,
1978,F,Dorowin,2479,0.00150812862469498,,
1978,F,Harry,922,0.000560909476389179,,
1978,F,Dora,913,0.00055543422119666,,
1978,F,Belina,715,0.000434978606961239,,
1979,F,Alice,31927,0.018529201469011,,
1979,F,Jasmine,27777,0.0161207012624023,,
1979,F,Patricia,5651,0.0032796228114568,,
1979,F,Ashley,4450,0.0025826086552792,,
1979,F,Lacy,2739,0.00158961013636174,,
1979,F,Dorowin,2181,0.00126576842183459,,
1979,F,Dora,889,0.000515941369560272,,
1979,F,Harry,879,0.000510137754604588,,
1979,F,Belina,711,0.000412637023349104,,
1980,F,Alice,35819,0.0201204564808553,,
1980,F,Jasmine,33921,0.0190543009097711,,
1980,F,Ashley,7296,0.00409835144711801,,
1980,F,Patricia,5309,0.00298220227970799,,
1980,F,Lacy,2805,0.00157564087296683,,
1980,F,Dorowin,1938,0.00108862460314072,,
1980,F,Harry,909,0.000510608753485509,,
1980,F,Dora,895,0.00050274459226571,,
1980,F,Belina,658,0.000369615577330544,,
1981,F,Jasmine,42527,0.0237842499463097,,
1981,F,Alice,34373,0.0192239288782304,,
1981,F,Ashley,8877,0.00496467624740497,,
1981,F,Patricia,5285,0.0029557636552366,,
1981,F,Lacy,2730,0.00152681831197652,,
1981,F,Dorowin,1905,0.00106541717374186,,
1981,F,Harry,896,0.000501109599828191,,
1981,F,Dora,787,0.00044014872217052,,
1981,F,Belina,662,0.000370239458801632,,
1982,F,Jasmine,45445,0.0250562932675237,,
1982,F,Alice,34210,0.0188618284229725,,
1982,F,Ashley,14851,0.00818816176292209,,
1982,F,Patricia,5167,0.00284884733883364,,
1982,F,Lacy,2787,0.00153662425649881,,
1982,F,Dorowin,1842,0.00101559450321881,,
1982,F,Harry,875,0.000482434956740747,,
1982,F,Dora,828,0.000456521307635815,,
1982,F,Belina,635,0.000350109940034713,,
1983,F,Jasmine,45278,0.0253076258799791,,
1983,F,Alice,33754,0.0188664164484477,,
1983,F,Ashley,33290,0.0186070688975773,,
1983,F,Patricia,4922,0.00275109621850031,,
1983,F,Lacy,2473,0.0013822553734968,,
1983,F,Dorowin,1605,0.000897096592989232,,
1983,F,Harry,844,0.000471744252014275,,
1983,F,Dora,759,0.000424234463600515,,
1983,F,Belina,563,0.000314682480905257,,
1984,F,Jasmine,45851,0.025436304942746,,
1984,F,Ashley,38759,0.0215019463757801,,
1984,F,Alice,33906,0.0188096956530664,,
1984,F,Patricia,4475,0.00248255140823075,,
1984,F,Lacy,2334,0.00129481005291857,,
1984,F,Dorowin,1468,0.000814387813917932,,
1984,F,Harry,859,0.00047653891836206,,
1984,F,Dora,682,0.000378346382215279,,
1984,F,Belina,503,0.000279044325886049,,
1985,F,Jasmine,48343,0.0261934794528861,,
1985,F,Ashley,47007,0.0254696003276962,,
1985,F,Alice,39050,0.0211582932924147,,
1985,F,Patricia,4398,0.00238294939564762,,
1985,F,Lacy,2113,0.00114487768826817,,
1985,F,Dorowin,1401,0.000759097795202892,,
1985,F,Harry,809,0.000438336985238501,,
1985,F,Dora,719,0.000389572672912833,,
1985,F,Belina,502,0.000271996497638724,,
1986,F,Jasmine,52667,0.0285499155975875,,
1986,F,Ashley,49674,0.0269274594602799,,
1986,F,Alice,40522,0.0219663105900363,,
1986,F,Patricia,4246,0.00230168685566591,,
1986,F,Lacy,1951,0.00105760505308624,,
1986,F,Dorowin,1284,0.000696035309155683,,
1986,F,Harry,766,0.000415236017767331,,
1986,F,Dora,629,0.000340970568114427,,
1986,F,Belina,407,0.000220628014662277,,
1987,F,Jasmine,55990,0.0298840611579793,,
1987,F,Ashley,54845,0.029272929705472,,
1987,F,Alice,41786,0.0223028287113293,,
1987,F,Patricia,3913,0.00208852172372161,,
1987,F,Lacy,1929,0.00102958303221543,,
1987,F,Dorowin,1203,0.000642088329577588,,
1987,F,Harry,815,0.000434997496762871,,
1987,F,Dora,614,0.000327715905536691,,
1987,F,Belina,435,0.000232176578026809,,
1988,F,Jasmine,51532,0.0268079862120844,,
1988,F,Ashley,49963,0.025991760752821,,
1988,F,Alice,39451,0.0205232062418098,,
1988,F,Patricia,3798,0.00197579623599892,,
1988,F,Lacy,1844,0.000959286008210115,,
1988,F,Dorowin,1056,0.000549352507955467,,
1988,F,Harry,775,0.000403170637940802,,
1988,F,Dora,608,0.000316293868216784,,
1988,F,Belina,395,0.000205486970305312,,
1989,F,Jasmine,47885,0.0240412252916602,,
1989,F,Ashley,47585,0.0238906067767286,,
1989,F,Alice,36827,0.0184894268312827,,
1989,F,Patricia,3606,0.00181043454947743,,
1989,F,Lacy,1844,0.000925801805112695,,
1989,F,Dorowin,1076,0.000540218406887885,,
1989,F,Harry,857,0.000430266890987842,,
1989,F,Dora,620,0.000311278264191904,,
1989,F,Belina,399,0.000200322624858983,,
1990,F,Jasmine,46470,0.0226274308541356,,
1990,F,Ashley,45553,0.0221809201140185,,
1990,F,Alice,34405,0.0167526739517223,,
1990,F,Patricia,3578,0.00174221965991171,,
1990,F,Lacy,1658,0.000807322581367696,,
1990,F,Dorowin,1094,0.000532696564545392,,
1990,F,Harry,861,0.000419242908659582,,
1990,F,Dora,596,0.000290207634798038,,
1990,F,Belina,406,0.00019769177806712,,
1991,F,Ashley,43482,0.0213883278618854,,
1991,F,Jasmine,43394,0.0213450416089107,,
1991,F,Alice,28887,0.0142092044281837,,
1991,F,Patricia,3418,0.00168127741667642,,
1991,F,Lacy,1608,0.000790957895264976,,
1991,F,Dorowin,1014,0.00049877568768575,,
1991,F,Harry,773,0.000380230381243673,,
1991,F,Dora,498,0.000244960840697735,,
1991,F,Belina,345,0.000169701787230359,,
1992,F,Ashley,38452,0.0191860354880783,,
1992,F,Jasmine,38352,0.0191361394215848,,
1992,F,Alice,25034,0.0124909812859813,,
1992,F,Patricia,2951,0.00147243292222301,,
1992,F,Lacy,1580,0.000788357850597206,,
1992,F,Dorowin,919,0.00045854485107521,,
1992,F,Harry,827,0.000412640469901196,,
1992,F,Dora,508,0.00025347201778695,,
1992,F,Belina,296,0.000147692356820742,,
1993,F,Jasmine,34987,0.0177506267031079,,
1993,F,Ashley,34847,0.0176795978141367,,
1993,F,Alice,20809,0.0105574296471538,,
1993,F,Patricia,2660,0.00134954889045265,,
1993,F,Lacy,1487,0.000754428270715449,,
1993,F,Harry,868,0.000440379111621392,,
1993,F,Dorowin,797,0.000404357317928858,,
1993,F,Dora,476,0.000241498222502053,,
1993,F,Belina,292,0.000148145968425629,,
1994,F,Jasmine,32117,0.0164797639663909,,
1994,F,Ashley,30278,0.0155361426463986,,
1994,F,Alice,18715,0.00960297607594125,,
1994,F,Patricia,2363,0.00121249438778783,,
1994,F,Lacy,1281,0.000657302289782567,,
1994,F,Harry,848,0.000435122827272144,,
1994,F,Dorowin,740,0.000379706240779937,,
1994,F,Dora,442,0.000226797511384773,,
1994,F,Belina,275,0.00014110704893849,,
1995,F,Jasmine,27935,0.0145416403136851,,
1995,F,Ashley,26603,0.0138482640868074,,
1995,F,Alice,16345,0.00850843425549248,,
1995,F,Patricia,2160,0.0011243938814233,,
1995,F,Lacy,1233,0.000641841507312464,,
1995,F,Harry,837,0.000435702629051527,,
1995,F,Dorowin,660,0.000343564797101562,,
1995,F,Dora,376,0.000195727823803314,,
1995,F,Belina,234,0.00012180933715419,,
1996,F,Jasmine,24192,0.012621838409999,,
1996,F,Ashley,23676,0.0123526226105793,,
1996,F,Alice,13973,0.00729021776219062,,
1996,F,Patricia,1970,0.00102782000941212,,
1996,F,Lacy,987,0.000514953476796833,,
1996,F,Harry,900,0.000469562440848176,,
1996,F,Dorowin,633,0.000330258916729884,,
1996,F,Dora,350,0.000182607615885402,,
1996,F,Belina,217,0.000113216721848949,,
1997,F,Jasmine,21043,0.0110255841966801,,
1997,F,Ashley,20895,0.0109480388627872,,
1997,F,Alice,12239,0.00641268473996901,,
1997,F,Patricia,1781,0.000933163781508686,,
1997,F,Lacy,1095,0.00057373067981584,,
1997,F,Harry,812,0.000425451426493573,,
1997,F,Dorowin,638,0.000334283263673522,,
1997,F,Dora,315,0.000165045812001817,,
1997,F,Belina,189,9.90274872010902E-05,,
1998,F,Ashley,19871,0.0102549361330773,,
1998,F,Jasmine,18233,0.00940960447458096,,
1998,F,Alice,10908,0.00562935148405249,,
1998,F,Patricia,1704,0.000879392641073107,,
1998,F,Lacy,970,0.000500593228779879,,
1998,F,Harry,832,0.000429374810664803,,
1998,F,Dorowin,553,0.00028538974795389,,
1998,F,Dora,312,0.000161015553999301,,
1998,F,Belina,194,0.000100118645755976,,
1999,F,Ashley,18132,0.00931837897619116,,
1999,F,Jasmine,16346,0.0084005196748743,,
1999,F,Alice,9741,0.00500608480074333,,
1999,F,Patricia,1532,0.000787323879964971,,
1999,F,Lacy,898,0.000461499245566935,,
1999,F,Harry,841,0.000432205863610014,,
1999,F,Dorowin,524,0.000269293546410995,,
1999,F,Dora,335,0.000172162858869625,,
1999,F,Belina,182,9.35332546694679E-05,,
2000,F,Ashley,17997,0.00902349055709788,,
2000,F,Jasmine,15705,0.00787430789571719,,
2000,F,Alice,8550,0.00428687249337039,,
2000,F,Patricia,1392,0.000697932925236442,,
2000,F,Harry,890,0.000446235850187093,,
2000,F,Lacy,849,0.000425678917762744,,
2000,F,Dorowin,545,0.00027325678466513,,
2000,F,Dora,312,0.000156433241863341,,
2000,F,Belina,174,8.72416156545553E-05,,
2001,F,Ashley,16524,0.00834726311913036,,
2001,F,Jasmine,13917,0.00703031111286233,,
2001,F,Alice,6963,0.00351742877623485,,
2001,F,Patricia,1223,0.000617810626645874,,
2001,F,Harry,884,0.000446561401434957,,
2001,F,Lacy,837,0.000422818883485361,,
2001,F,Dorowin,489,0.000247023218667075,,
2001,F,Dora,317,0.00016013570617068,,
2001,F,Belina,153,7.72894733252811E-05,,
2002,F,Ashley,15339,0.00777226488632702,,
2002,F,Jasmine,11913,0.00603631211883524,,
2002,F,Alice,6132,0.00310708183603607,,
2002,F,Patricia,1113,0.000563956634622985,,
2002,F,Harry,875,0.000443362134137567,,
2002,F,Lacy,769,0.000389651978459187,,
2002,F,Dorowin,474,0.000240175601807093,,
2002,F,Dora,263,0.000133261990032206,,
2002,F,Belina,127,6.43508468976811E-05,,
2003,F,Ashley,14512,0.00723815072032368,,
2003,F,Jasmine,10445,0.00520965299571257,,
2003,F,Alice,5339,0.00266293320671225,,
2003,F,Patricia,1011,0.000504256503462462,,
2003,F,Harry,783,0.000390536935916031,,
2003,F,Lacy,739,0.000368591054459702,,
2003,F,Dorowin,421,0.000209982183934418,,
2003,F,Dora,291,0.000145142079631628,,
2003,F,Belina,142,7.08253446999699E-05,,
2004,F,Ashley,14370,0.00712775344818093,,
2004,F,Jasmine,9469,0.00469677782886745,,
2004,F,Alice,4677,0.00231986798031609,,
2004,F,Patricia,997,0.000494528196787501,,
2004,F,Harry,860,0.000426573971150703,,
2004,F,Lacy,727,0.000360603810496001,,
2004,F,Dorowin,427,0.000211798936838779,,
2004,F,Dora,288,0.000142852678710933,,
2004,F,Belina,136,6.7458209391274E-05,,
2005,F,Ashley,13270,0.00654498034039816,,
2005,F,Jasmine,8108,0.00399899778447237,,
2005,F,Alice,4088,0.00201626824653713,,
2005,F,Harry,960,0.000473487650850206,,
2005,F,Patricia,877,0.000432550697703782,,
2005,F,Lacy,745,0.000367446145711879,,
2005,F,Dorowin,425,0.00020961692876181,,
2005,F,Dora,234,0.000115412614894738,,
2005,F,Belina,132,6.51045519919034E-05,,
2006,F,Ashley,12340,0.00590922303294464,,
2006,F,Jasmine,6809,0.00326060774970179,,
2006,F,Alice,3355,0.00160659994129086,,
2006,F,Harry,948,0.000453966242725406,,
2006,F,Patricia,775,0.000371122192101466,,
2006,F,Lacy,698,0.000334249406563643,,
2006,F,Dorowin,423,0.000202560886785704,,
2006,F,Dora,265,0.000126899846331469,,
2006,F,Belina,135,6.46470915273522E-05,,
2007,F,Ashley,11423,0.00540374075290008,,
2007,F,Jasmine,5704,0.00269832244196289,,
2007,F,Alice,3038,0.00143714999626284,,
2007,F,Harry,931,0.000440416934338613,,
2007,F,Patricia,725,0.000342967000424806,,
2007,F,Lacy,659,0.000311745176937858,,
2007,F,Dorowin,371,0.000175504492631177,,
2007,F,Dora,262,0.000123941178084551,,
2007,F,Belina,134,6.33897628371366E-05,,
2008,F,Ashley,9402,0.00452030531532519,,
2008,F,Jasmine,4732,0.00227505687642191,,
2008,F,Alice,2439,0.00117262546948289,,
2008,F,Harry,884,0.000425010625265632,,
2008,F,Patricia,629,0.000302411406439007,,
2008,F,Lacy,611,0.000293757343933598,,
2008,F,Dorowin,355,0.000170677343856673,,
2008,F,Dora,242,0.000116349062572718,,
2008,F,Belina,137,6.58670312911669E-05,,
2009,F,Ashley,7811,0.00386339097012116,,
2009,F,Jasmine,3793,0.00187605197153624,,
2009,F,Alice,1952,0.000965476785773462,,
2009,F,Harry,826,0.000408547041520942,,
2009,F,Patricia,564,0.000278959481135365,,
2009,F,Lacy,550,0.000272034955007891,,
2009,F,Dorowin,346,0.000171134717150419,,
2009,F,Dora,226,0.000111781636057788,,
2009,F,Belina,148,7.32021333475781E-05,,
2010,F,Ashley,6306,0.00322252105804575,,
2010,F,Jasmine,3195,0.00163272356175962,,
2010,F,Alice,1655,0.000845745694745594,,
2010,F,Harry,703,0.000359250286046014,,
2010,F,Patricia,479,0.000244780778116701,,
2010,F,Lacy,476,0.00024324770434979,,
2010,F,Dorowin,354,0.000180902704495432,,
2010,F,Dora,240,0.000122645901352835,,
2010,F,Belina,132,6.74552457440595E-05,,
2011,F,Ashley,5398,0.00279205644940212,,
2011,F,Jasmine,2620,0.00135516633890952,,
2011,F,Alice,1409,0.000728789836459354,,
2011,F,Harry,729,0.000377067275215663,,
2011,F,Lacy,488,0.000252412661598414,,
2011,F,Patricia,427,0.000220861078898612,,
2011,F,Dorowin,332,0.000171723368136626,,
2011,F,Dora,276,0.000142757980740086,,
2011,F,Belina,167,8.63789231289653E-05,,
2012,F,Ashley,4696,0.00242806420306393,,
2012,F,Jasmine,2327,0.00120317406314518,,
2012,F,Alice,1228,0.00063493672090343,,
2012,F,Harry,772,0.000399162173076098,,
2012,F,Lacy,448,0.000231638152251414,,
2012,F,Patricia,394,0.000203717482113967,,
2012,F,Dorowin,336,0.000173728614188561,,
2012,F,Dora,277,0.000143222696816165,,
2012,F,Belina,140,7.2386922578567E-05,,
2013,F,Ashley,3936,0.00204898297876106,,
2013,F,Jasmine,1946,0.00101303884061713,,
2013,F,Alice,1064,0.000553891740193539,,
2013,F,Harry,738,0.000384184308517699,,
2013,F,Lacy,441,0.000229573550211796,,
2013,F,Patricia,419,0.000218120901448396,,
2013,F,Dora,334,0.000173872031226167,,
2013,F,Dorowin,329,0.000171269156507213,,
2013,F,Belina,174,9.05800402196202E-05,,
2014,F,Ashley,3547,0.00182125980653672,,
2014,F,Jasmine,1790,0.000919102073217006,,
2014,F,Alice,1048,0.000538111157950515,,
2014,F,Harry,801,0.000411285341143476,,
2014,F,Lacy,470,0.000241328477325136,,
2014,F,Dora,382,0.000196143570932344,,
2014,F,Patricia,377,0.000193576246705481,,
2014,F,Dorowin,369,0.0001894685279425,,
2014,F,Belina,193,9.90987151569174E-05,,
2015,F,Ashley,3409,0.00176165787043521,,
2015,F,Jasmine,1577,0.000814941173856356,,
2015,F,Alice,1013,0.000523484723599549,,
2015,F,Harry,757,0.000391192434121282,,
2015,F,Lacy,423,0.000218592337692605,,
2015,F,Dora,395,0.00020412286853092,,
2015,F,Dorowin,346,0.00017880129749797,,
2015,F,Patricia,346,0.00017880129749797,,
2015,F,Belina,186,9.61186165740535E-05,,
